date,original_label,navpu_value,buy,buy_strength,price_change,ma_7,ma_30,rsi,buy_reason,future_return_7d,future_return_30d
2019-03-26,"Mar 26, 2019",100.0,0,1,,,,,DCA Signal,0.03862610000000011,0.03913378000000001
2019-03-27,"Mar 27, 2019",99.919715,0,0,-0.0008028500000000216,,,,,0.04817748929728238,0.035013680733577024
2019-03-28,"Mar 28, 2019",100.616282,0,0,0.006971266881615978,,,,,0.04382505408021342,0.04622504337816813
2019-03-29,"Mar 29, 2019",100.465782,0,0,-0.0014957817662154538,,,,,0.0372823853598232,0.04438255405208502
2019-04-01,"Apr 1, 2019",102.230901,0,1,0.017569355106398232,,,,DCA Signal,0.02677181726100608,0.025890068209415418
2019-04-02,"Apr 2, 2019",103.295462,0,0,0.010413299595197767,,,,,0.03342716062395845,0.021798711738178822
2019-04-03,"Apr 3, 2019",103.484894,0,0,0.001833885016168546,101.43043371428573,,,,0.025606403964621105,0.022776348401149393
2019-04-04,"Apr 4, 2019",103.86261,0,0,0.0036499626699140197,101.98223514285714,,,,0.02522469828170104,-0.00028055331942844486
2019-04-05,"Apr 5, 2019",104.733596,0,0,0.008385943700047527,102.66993242857143,,,,0.030300745140078966,-0.005369194045433234
2019-04-08,"Apr 8, 2019",105.025796,0,0,0.002789935714610614,103.299863,,,,0.030628151582873908,-0.0052901098697695215
2019-04-10,"Apr 10, 2019",104.211386,0,0,-0.00775438064758871,103.83494928571427,,,,0.029466319544008357,0.004699006690113361
